"","Iplant_Double","Month","Year","Hummingbird","Camera","Day","Bird","Plant","Yobs","Transect_R","DateP","ID","Elev","Traitmatch","Flowers","Month.a","jBird","jPlant"
"1217","Macleania stricta",12,"2013","Gorgeted Sunangel",70,1,19,95,3,"2300_2500","2013-12-19","FH205",2330,0.475,7.66666666666667,"Dec",8,27
"1218","Macleania stricta",12,"2013","Buff-tailed Coronet",70,1,17,95,0,"2300_2500","2013-12-19","FH205",NA,0.352,7.66666666666667,"Dec",4,27
"1219","Macleania stricta",12,"2013","Speckled Hummingbird",70,1,20,95,1,"2300_2500","2013-12-19","FH205",2330,0.536,7.66666666666667,"Dec",13,27
"1220","Macleania stricta",12,"2013","Hoary Puffleg",70,1,18,95,0,"2300_2500","2013-12-19","FH205",NA,0.29,7.66666666666667,"Dec",11,27
"1221","Meriania tomentosa",1,"2015","Hoary Puffleg",55,1,18,99,0,"2300_2500","2015-01-13","FH1310",NA,0.25,17.6,"Jan",11,28
"1222","Meriania tomentosa",1,"2015","Collared Inca",55,1,16,99,1,"2300_2500","2015-01-13","FH1310",2310,1.741,17.6,"Jan",5,28
"1223","Meriania tomentosa",1,"2015","Gorgeted Sunangel",55,1,19,99,1,"2300_2500","2015-01-13","FH1310",2310,0.065,17.6,"Jan",8,28
"1224","Meriania tomentosa",1,"2015","Buff-tailed Coronet",55,1,17,99,0,"2300_2500","2015-01-13","FH1310",NA,0.188,17.6,"Jan",4,28
"1225","Meriania tomentosa",9,"2014","Collared Inca",50,1,16,99,2,"2100_2300","2014-09-23","FH1303",2130,1.741,126.5,"Sep",5,28
"1226","Meriania tomentosa",9,"2014","Tawny-bellied Hermit",50,1,11,99,0,"2100_2300","2014-09-23","FH1303",NA,2.563,126.5,"Sep",15,28
"1227","Meriania tomentosa",9,"2014","Violet-tailed Sylph",50,1,14,99,0,"2100_2300","2014-09-23","FH1303",NA,0.124,126.5,"Sep",16,28
"1228","Meriania tomentosa",9,"2014","Green-fronted Lancebill",50,1,15,99,0,"2100_2300","2014-09-23","FH1303",NA,1.759,126.5,"Sep",10,28
"1229","Meriania tomentosa",9,"2014","Buff-tailed Coronet",50,1,17,99,7,"2100_2300","2014-09-23","FH1303",2130,0.188,126.5,"Sep",4,28
"1230","Meriania tomentosa",10,"2015","Buff-tailed Coronet",63,1,17,99,2,"1900_2100","2015-10-20","FH1334",1980,0.188,77.8,"Oct",4,28
"1231","Meriania tomentosa",10,"2015","Violet-tailed Sylph",63,1,14,99,0,"1900_2100","2015-10-20","FH1334",NA,0.124,77.8,"Oct",16,28
"1232","Meriania tomentosa",10,"2015","Tawny-bellied Hermit",63,1,11,99,0,"1900_2100","2015-10-20","FH1334",NA,2.563,77.8,"Oct",15,28
"1233","Meriania tomentosa",10,"2015","Brown Inca",63,1,13,99,0,"1900_2100","2015-10-20","FH1334",NA,1.856,77.8,"Oct",3,28
"1234","Meriania tomentosa",10,"2015","Green-crowned Brilliant",63,1,10,99,0,"1900_2100","2015-10-20","FH1334",NA,0.677,77.8,"Oct",9,28
"1235","Meriania tomentosa",11,"2013","Collared Inca",2,1,16,99,1,"2300_2500","2013-11-06","FH102",2450,1.741,298,"Nov",5,28
"1236","Meriania tomentosa",11,"2013","Speckled Hummingbird",2,1,20,99,7,"2300_2500","2013-11-06","FH102",2450,0.004,298,"Nov",13,28
"1237","Meriania tomentosa",11,"2013","Violet-tailed Sylph",2,1,14,99,3,"2300_2500","2013-11-06","FH102",2450,0.124,298,"Nov",16,28
"1238","Mezobromelia capituligera",1,"2014","Hoary Puffleg",184,1,18,101,0,"2300_2500","2014-01-08","FH706",NA,1.45,5.75,"Jan",11,29
"1239","Mezobromelia capituligera",1,"2014","Buff-tailed Coronet",184,1,17,101,0,"2300_2500","2014-01-08","FH706",NA,1.512,5.75,"Jan",4,29
"1240","Mezobromelia capituligera",1,"2014","Collared Inca",184,1,16,101,0,"2300_2500","2014-01-08","FH706",NA,0.041,5.75,"Jan",5,29
"1241","Mezobromelia capituligera",1,"2014","Brown Inca",184,1,13,101,1,"2300_2500","2014-01-08","FH706",2310,0.156,5.75,"Jan",3,29
"1242","Mezobromelia capituligera",1,"2014","Gorgeted Sunangel",184,1,19,101,3,"2300_2500","2014-01-08","FH706",2310,1.635,5.75,"Jan",8,29
"1243","Mezobromelia capituligera",2,"2014","Violet-tailed Sylph",187,1,14,101,17,"1900_2100","2014-02-27","FH709",1990,1.576,8,"Feb",16,29
"1244","Mezobromelia capituligera",2,"2014","Fawn-breasted Brilliant",187,1,12,101,1,"1900_2100","2014-02-27","FH709",1990,1.132,8,"Feb",7,29
"1245","Mezobromelia capituligera",2,"2014","Green-crowned Brilliant",187,1,10,101,0,"1900_2100","2014-02-27","FH709",NA,1.023,8,"Feb",9,29
"1246","Mezobromelia capituligera",2,"2014","Brown Inca",187,1,13,101,21,"1900_2100","2014-02-27","FH709",1990,0.156,8,"Feb",3,29
"1247","Mezobromelia capituligera",2,"2014","Tawny-bellied Hermit",187,1,11,101,0,"1900_2100","2014-02-27","FH709",NA,0.863,8,"Feb",15,29
"1248","Mezobromelia capituligera",2,"2015","Green-crowned Brilliant",38,1,10,101,0,"1900_2100","2015-02-11","FH1213",NA,1.023,11,"Feb",9,29
"1249","Mezobromelia capituligera",2,"2015","Brown Inca",38,1,13,101,11,"1900_2100","2015-02-11","FH1213",1990,0.156,11,"Feb",3,29
"1250","Mezobromelia capituligera",2,"2015","Violet-tailed Sylph",38,1,14,101,1,"1900_2100","2015-02-11","FH1213",1990,1.576,11,"Feb",16,29
"1251","Mezobromelia capituligera",2,"2015","Tawny-bellied Hermit",38,1,11,101,0,"1900_2100","2015-02-11","FH1213",NA,0.863,11,"Feb",15,29
"1252","Mezobromelia capituligera",3,"2014","Fawn-breasted Brilliant",93,1,12,101,1,"1900_2100","2014-03-11","FH312",1960,1.132,14.6666666666667,"Mar",7,29
"1253","Mezobromelia capituligera",3,"2014","Violet-tailed Sylph",93,1,14,101,1,"1900_2100","2014-03-11","FH312",1960,1.576,14.6666666666667,"Mar",16,29
"1254","Mezobromelia capituligera",3,"2014","Green-crowned Brilliant",93,1,10,101,0,"1900_2100","2014-03-11","FH312",NA,1.023,14.6666666666667,"Mar",9,29
"1255","Mezobromelia capituligera",3,"2014","Brown Inca",93,1,13,101,1,"1900_2100","2014-03-11","FH312",1960,0.156,14.6666666666667,"Mar",3,29
"1256","Mezobromelia capituligera",3,"2014","Tawny-bellied Hermit",93,1,11,101,0,"1900_2100","2014-03-11","FH312",NA,0.863,14.6666666666667,"Mar",15,29
"1257","Mezobromelia capituligera",4,"2014","Tawny-bellied Hermit",105,1,11,101,0,"1900_2100","2014-04-22","FH414",NA,0.863,12.2,"Apr",15,29
"1258","Mezobromelia capituligera",4,"2014","Violet-tailed Sylph",105,1,14,101,13,"1900_2100","2014-04-22","FH414",1990,1.576,12.2,"Apr",16,29
"1259","Mezobromelia capituligera",4,"2014","Green-crowned Brilliant",105,1,10,101,0,"1900_2100","2014-04-22","FH414",NA,1.023,12.2,"Apr",9,29
"1260","Mezobromelia capituligera",4,"2014","Brown Inca",105,1,13,101,0,"1900_2100","2014-04-22","FH414",NA,0.156,12.2,"Apr",3,29
"1261","Mezobromelia capituligera",4,"2015","Collared Inca",235,1,16,101,1,"2300_2500","2015-04-08","FH919",2320,0.041,10,"Apr",5,29
"1262","Mezobromelia capituligera",4,"2015","Buff-tailed Coronet",235,1,17,101,0,"2300_2500","2015-04-08","FH919",NA,1.512,10,"Apr",4,29
"1263","Mezobromelia capituligera",4,"2015","Speckled Hummingbird",235,1,20,101,2,"2300_2500","2015-04-08","FH919",2320,1.696,10,"Apr",13,29
"1264","Mezobromelia capituligera",4,"2015","Hoary Puffleg",235,1,18,101,0,"2300_2500","2015-04-08","FH919",NA,1.45,10,"Apr",11,29
"1265","Mezobromelia capituligera",4,"2015","Gorgeted Sunangel",235,1,19,101,0,"2300_2500","2015-04-08","FH919",NA,1.635,10,"Apr",8,29
"1266","Mezobromelia capituligera",10,"2014","Tawny-bellied Hermit",232,1,11,101,4,"1900_2100","2014-10-22","FH908",2020,0.863,9.75,"Oct",15,29
"1267","Mezobromelia capituligera",10,"2014","Green-crowned Brilliant",232,1,10,101,0,"1900_2100","2014-10-22","FH908",NA,1.023,9.75,"Oct",9,29
"1268","Mezobromelia capituligera",10,"2014","Brown Inca",232,1,13,101,1,"1900_2100","2014-10-22","FH908",2020,0.156,9.75,"Oct",3,29
"1269","Mezobromelia capituligera",10,"2014","Violet-tailed Sylph",232,1,14,101,3,"1900_2100","2014-10-22","FH908",2020,1.576,9.75,"Oct",16,29
"1270","Mezobromelia capituligera",12,"2014","Tawny-bellied Hermit",196,1,11,101,0,"1900_2100","2014-12-02","FH727",NA,0.863,19.2,"Dec",15,29
"1271","Mezobromelia capituligera",12,"2014","Green-fronted Lancebill",196,1,15,101,1,"1900_2100","2014-12-02","FH727",1960,0.059,19.2,"Dec",10,29
"1272","Mezobromelia capituligera",12,"2014","Green-crowned Brilliant",196,1,10,101,1,"1900_2100","2014-12-02","FH727",1960,1.023,19.2,"Dec",9,29
"1273","Mezobromelia capituligera",12,"2014","Violet-tailed Sylph",196,1,14,101,3,"1900_2100","2014-12-02","FH727",1960,1.576,19.2,"Dec",16,29
"1274","Mezobromelia capituligera",12,"2014","Brown Inca",196,1,13,101,5,"1900_2100","2014-12-02","FH727",1960,0.156,19.2,"Dec",3,29
"1275","Norantea anomala",8,"2015","Purple-bibbed Whitetip",61,1,7,105,3,"1900_2100","2015-08-25","FH1329",1960,0.93,1120,"Aug",12,30
"1276","Norantea anomala",8,"2015","Booted Racket-tail",61,1,8,105,2,"1900_2100","2015-08-25","FH1329",1960,0.292,1120,"Aug",2,30
"1277","Norantea anomala",8,"2015","Brown Inca",61,1,13,105,0,"1900_2100","2015-08-25","FH1329",NA,2.356,1120,"Aug",3,30
"1278","Norantea anomala",8,"2015","Green-crowned Brilliant",61,1,10,105,0,"1900_2100","2015-08-25","FH1329",NA,1.177,1120,"Aug",9,30
"1279","Norantea anomala",8,"2015","Violet-tailed Sylph",61,1,14,105,0,"1900_2100","2015-08-25","FH1329",NA,0.624,1120,"Aug",16,30
"1280","Norantea anomala",8,"2015","Tawny-bellied Hermit",61,1,11,105,0,"1900_2100","2015-08-25","FH1329",NA,3.063,1120,"Aug",15,30
"1281","Norantea anomala",9,"2014","Purple-bibbed Whitetip",49,1,7,105,0,"1900_2100","2014-09-10","FH1302",NA,0.93,798.75,"Sep",12,30
"1282","Norantea anomala",9,"2014","Fawn-breasted Brilliant",49,1,12,105,0,"1900_2100","2014-09-10","FH1302",NA,1.068,798.75,"Sep",7,30
"1283","Norantea anomala",9,"2014","Booted Racket-tail",49,1,8,105,2,"1900_2100","2014-09-10","FH1302",1950,0.292,798.75,"Sep",2,30
"1284","Norantea anomala",9,"2014","Tawny-bellied Hermit",49,1,11,105,0,"1900_2100","2014-09-10","FH1302",NA,3.063,798.75,"Sep",15,30
"1285","Norantea anomala",9,"2014","Green-crowned Brilliant",49,1,10,105,0,"1900_2100","2014-09-10","FH1302",NA,1.177,798.75,"Sep",9,30
"1286","Norantea anomala",9,"2014","Brown Inca",49,1,13,105,0,"1900_2100","2014-09-10","FH1302",NA,2.356,798.75,"Sep",3,30
"1287","Norantea anomala",10,"2014","Brown Inca",51,1,13,105,0,"1900_2100","2014-10-11","FH1304",NA,2.356,2815,"Oct",3,30
"1288","Norantea anomala",10,"2014","Green-crowned Brilliant",51,1,10,105,0,"1900_2100","2014-10-11","FH1304",NA,1.177,2815,"Oct",9,30
"1289","Norantea anomala",10,"2014","Tawny-bellied Hermit",51,1,11,105,0,"1900_2100","2014-10-11","FH1304",NA,3.063,2815,"Oct",15,30
"1290","Norantea anomala",10,"2014","Violet-tailed Sylph",51,1,14,105,0,"1900_2100","2014-10-11","FH1304",NA,0.624,2815,"Oct",16,30
"1291","Norantea anomala",11,"2014","Violet-tailed Sylph",52,1,14,105,0,"1900_2100","2014-11-06","FH1306",NA,0.624,1021.66666666667,"Nov",16,30
"1292","Norantea anomala",11,"2014","Green-crowned Brilliant",52,1,10,105,0,"1900_2100","2014-11-06","FH1306",NA,1.177,1021.66666666667,"Nov",9,30
"1293","Norantea anomala",11,"2014","Purple-bibbed Whitetip",53,1,7,105,0,"1900_2100","2014-11-19","FH1307",NA,0.93,1021.66666666667,"Nov",12,30
"1294","Norantea anomala",11,"2014","Fawn-breasted Brilliant",53,1,12,105,0,"1900_2100","2014-11-19","FH1307",NA,1.068,1021.66666666667,"Nov",7,30
"1295","Norantea anomala",11,"2014","Brown Inca",52,1,13,105,0,"1900_2100","2014-11-06","FH1306",NA,2.356,1021.66666666667,"Nov",3,30
"1296","Norantea anomala",11,"2014","Tawny-bellied Hermit",53,1,11,105,0,"1900_2100","2014-11-19","FH1307",NA,3.063,1021.66666666667,"Nov",15,30
"1297","Norantea anomala",11,"2014","Booted Racket-tail",53,1,8,105,0,"1900_2100","2014-11-19","FH1307",NA,0.292,1021.66666666667,"Nov",2,30
"1298","Norantea anomala",11,"2014","Tawny-bellied Hermit",52,1,11,105,0,"1900_2100","2014-11-06","FH1306",NA,3.063,1021.66666666667,"Nov",15,30
"1299","Norantea anomala",11,"2014","Brown Inca",53,1,13,105,0,"1900_2100","2014-11-19","FH1307",NA,2.356,1021.66666666667,"Nov",3,30
"1300","Norantea anomala",11,"2014","Green-crowned Brilliant",53,1,10,105,0,"1900_2100","2014-11-19","FH1307",NA,1.177,1021.66666666667,"Nov",9,30
"1301","Palicourea acetosoides",2,"2014","Violet-tailed Sylph",103,1,14,107,1,"2100_2300","2014-02-27","FH410",2270,0.671,11.6666666666667,"Feb",16,31
"1302","Palicourea acetosoides",2,"2014","Collared Inca",103,1,16,107,0,"2100_2300","2014-02-27","FH410",NA,0.946,11.6666666666667,"Feb",5,31
"1303","Palicourea acetosoides",2,"2014","Buff-tailed Coronet",103,1,17,107,0,"2100_2300","2014-02-27","FH410",NA,0.607,11.6666666666667,"Feb",4,31
"1304","Palicourea acetosoides",2,"2014","Green-fronted Lancebill",103,1,15,107,3,"2100_2300","2014-02-27","FH410",2270,0.964,11.6666666666667,"Feb",10,31
"1305","Palicourea acetosoides",2,"2014","Hoary Puffleg",103,1,18,107,0,"2100_2300","2014-02-27","FH410",NA,0.545,11.6666666666667,"Feb",11,31
"1306","Palicourea acetosoides",3,"2014","Green-crowned Brilliant",74,1,10,107,0,"1900_2100","2014-03-25","FH212",NA,0.118,28.2,"Mar",9,31
"1307","Palicourea acetosoides",3,"2014","Collared Inca",189,1,16,107,0,"2100_2300","2014-03-25","FH711",NA,0.946,28.2,"Mar",5,31
"1308","Palicourea acetosoides",3,"2014","Tawny-bellied Hermit",74,1,11,107,0,"1900_2100","2014-03-25","FH212",NA,1.768,28.2,"Mar",15,31
"1309","Palicourea acetosoides",3,"2014","Buff-tailed Coronet",189,1,17,107,0,"2100_2300","2014-03-25","FH711",NA,0.607,28.2,"Mar",4,31
"1310","Palicourea acetosoides",3,"2014","Green-fronted Lancebill",189,1,15,107,3,"2100_2300","2014-03-25","FH711",2260,0.964,28.2,"Mar",10,31
"1311","Palicourea acetosoides",3,"2014","Violet-tailed Sylph",74,1,14,107,0,"1900_2100","2014-03-25","FH212",NA,0.671,28.2,"Mar",16,31
"1312","Palicourea acetosoides",3,"2014","Green-fronted Lancebill",74,1,15,107,2,"1900_2100","2014-03-25","FH212",2080,0.964,28.2,"Mar",10,31
"1313","Palicourea acetosoides",3,"2015","Collared Inca",141,1,16,107,0,"2100_2300","2015-03-11","FH535",NA,0.946,52.3333333333333,"Mar",5,31
"1314","Palicourea acetosoides",3,"2015","Buff-tailed Coronet",141,1,17,107,0,"2100_2300","2015-03-11","FH535",NA,0.607,52.3333333333333,"Mar",4,31
"1315","Palicourea acetosoides",3,"2015","Green-fronted Lancebill",141,1,15,107,8,"2100_2300","2015-03-11","FH535",2270,0.964,52.3333333333333,"Mar",10,31
"1316","Palicourea acetosoides",3,"2015","Hoary Puffleg",141,1,18,107,0,"2100_2300","2015-03-11","FH535",NA,0.545,52.3333333333333,"Mar",11,31
"1317","Palicourea acetosoides",4,"2014","Gorgeted Sunangel",25,1,19,107,0,"2300_2500","2014-04-09","FH114",NA,0.73,65.6666666666667,"Apr",8,31
"1318","Palicourea acetosoides",4,"2014","Buff-tailed Coronet",191,1,17,107,0,"2300_2500","2014-04-22","FH713",NA,0.607,65.6666666666667,"Apr",4,31
"1319","Palicourea acetosoides",4,"2014","Buff-tailed Coronet",25,1,17,107,0,"2300_2500","2014-04-09","FH114",NA,0.607,65.6666666666667,"Apr",4,31
"1320","Palicourea acetosoides",4,"2014","Gorgeted Sunangel",191,1,19,107,0,"2300_2500","2014-04-22","FH713",NA,0.73,65.6666666666667,"Apr",8,31
"1321","Palicourea acetosoides",4,"2014","Violet-tailed Sylph",25,1,14,107,8,"2300_2500","2014-04-09","FH114",2350,0.671,65.6666666666667,"Apr",16,31
"1322","Palicourea acetosoides",4,"2014","Speckled Hummingbird",25,1,20,107,0,"2300_2500","2014-04-09","FH114",NA,0.791,65.6666666666667,"Apr",13,31
"1323","Palicourea acetosoides",4,"2014","Speckled Hummingbird",191,1,20,107,0,"2300_2500","2014-04-22","FH713",NA,0.791,65.6666666666667,"Apr",13,31
"1324","Palicourea acetosoides",4,"2014","Collared Inca",25,1,16,107,0,"2300_2500","2014-04-09","FH114",NA,0.946,65.6666666666667,"Apr",5,31
"1325","Palicourea acetosoides",4,"2014","Collared Inca",191,1,16,107,1,"2300_2500","2014-04-22","FH713",2360,0.946,65.6666666666667,"Apr",5,31
"1326","Palicourea acetosoides",4,"2014","Green-fronted Lancebill",25,1,15,107,1,"2300_2500","2014-04-09","FH114",2350,0.964,65.6666666666667,"Apr",10,31
"1327","Palicourea acetosoides",4,"2014","Violet-tailed Sylph",191,1,14,107,8,"2300_2500","2014-04-22","FH713",2360,0.671,65.6666666666667,"Apr",16,31
"1328","Palicourea acetosoides",5,"2014","Tawny-bellied Hermit",76,1,11,107,0,"1900_2100","2014-05-07","FH215",NA,1.768,134.666666666667,"May",15,31
"1329","Palicourea acetosoides",5,"2014","Violet-tailed Sylph",76,1,14,107,4,"1900_2100","2014-05-07","FH215",2070,0.671,134.666666666667,"May",16,31
"1330","Palicourea acetosoides",5,"2014","Gorgeted Sunangel",27,1,19,107,0,"2300_2500","2014-05-07","FH116",NA,0.73,134.666666666667,"May",8,31
"1331","Palicourea acetosoides",5,"2014","Violet-tailed Sylph",192,1,14,107,4,"1900_2100","2014-05-21","FH715",1960,0.671,134.666666666667,"May",16,31
"1332","Palicourea acetosoides",5,"2014","Brown Inca",76,1,13,107,1,"1900_2100","2014-05-07","FH215",2070,1.061,134.666666666667,"May",3,31
"1333","Palicourea acetosoides",5,"2014","Brown Inca",192,1,13,107,0,"1900_2100","2014-05-21","FH715",NA,1.061,134.666666666667,"May",3,31
"1334","Palicourea acetosoides",5,"2014","Buff-tailed Coronet",27,1,17,107,0,"2300_2500","2014-05-07","FH116",NA,0.607,134.666666666667,"May",4,31
"1335","Palicourea acetosoides",5,"2014","Violet-tailed Sylph",27,1,14,107,1,"2300_2500","2014-05-07","FH116",2310,0.671,134.666666666667,"May",16,31
"1336","Palicourea acetosoides",5,"2014","Green-crowned Brilliant",192,1,10,107,0,"1900_2100","2014-05-21","FH715",NA,0.118,134.666666666667,"May",9,31
"1337","Palicourea acetosoides",5,"2014","Green-crowned Brilliant",76,1,10,107,0,"1900_2100","2014-05-07","FH215",NA,0.118,134.666666666667,"May",9,31
"1338","Palicourea acetosoides",5,"2014","Tawny-bellied Hermit",192,1,11,107,0,"1900_2100","2014-05-21","FH715",NA,1.768,134.666666666667,"May",15,31
"1339","Palicourea acetosoides",5,"2014","Hoary Puffleg",27,1,18,107,0,"2300_2500","2014-05-07","FH116",NA,0.545,134.666666666667,"May",11,31
"1340","Palicourea acetosoides",5,"2014","Collared Inca",27,1,16,107,0,"2300_2500","2014-05-07","FH116",NA,0.946,134.666666666667,"May",5,31
"1341","Palicourea acetosoides",6,"2013","Green-fronted Lancebill",251,1,15,107,0,"2100_2300","2013-06-24","FL043",NA,0.964,1049.58333333333,"Jun",10,31
"1342","Palicourea acetosoides",6,"2013","Tawny-bellied Hermit",244,1,11,107,0,"1900_2100","2013-06-16","FL029",NA,1.768,1049.58333333333,"Jun",15,31
"1343","Palicourea acetosoides",6,"2013","Buff-tailed Coronet",251,2,17,107,0,"2100_2300","2013-06-25","FL043",NA,0.607,1049.58333333333,"Jun",4,31
"1344","Palicourea acetosoides",6,"2013","Brown Inca",244,1,13,107,1,"1900_2100","2013-06-16","FL029",1950,1.061,1049.58333333333,"Jun",3,31
"1345","Palicourea acetosoides",6,"2013","Violet-tailed Sylph",251,2,14,107,2,"2100_2300","2013-06-25","FL043",2160,0.671,1049.58333333333,"Jun",16,31
"1346","Palicourea acetosoides",6,"2013","Booted Racket-tail",244,1,8,107,0,"1900_2100","2013-06-16","FL029",NA,1.003,1049.58333333333,"Jun",2,31
"1347","Palicourea acetosoides",6,"2013","Purple-bibbed Whitetip",244,1,7,107,0,"1900_2100","2013-06-16","FL029",NA,0.365,1049.58333333333,"Jun",12,31
"1348","Palicourea acetosoides",6,"2013","Buff-tailed Coronet",251,1,17,107,0,"2100_2300","2013-06-24","FL043",NA,0.607,1049.58333333333,"Jun",4,31
"1349","Palicourea acetosoides",6,"2013","Collared Inca",251,2,16,107,0,"2100_2300","2013-06-25","FL043",NA,0.946,1049.58333333333,"Jun",5,31
"1350","Palicourea acetosoides",6,"2013","Fawn-breasted Brilliant",244,1,12,107,0,"1900_2100","2013-06-16","FL029",NA,0.227,1049.58333333333,"Jun",7,31
"1351","Palicourea acetosoides",6,"2013","Violet-tailed Sylph",251,1,14,107,3,"2100_2300","2013-06-24","FL043",2160,0.671,1049.58333333333,"Jun",16,31
"1352","Palicourea acetosoides",6,"2013","Green-fronted Lancebill",251,2,15,107,0,"2100_2300","2013-06-25","FL043",NA,0.964,1049.58333333333,"Jun",10,31
"1353","Palicourea acetosoides",6,"2013","Green-crowned Brilliant",244,1,10,107,0,"1900_2100","2013-06-16","FL029",NA,0.118,1049.58333333333,"Jun",9,31
"1354","Palicourea acetosoides",6,"2013","Collared Inca",251,1,16,107,1,"2100_2300","2013-06-24","FL043",2160,0.946,1049.58333333333,"Jun",5,31
"1355","Palicourea acetosoides",6,"2014","Violet-tailed Sylph",162,1,14,107,1,"2100_2300","2014-06-18","FH619",2160,0.671,140.666666666667,"Jun",16,31
"1356","Palicourea acetosoides",6,"2014","Buff-tailed Coronet",162,1,17,107,0,"2100_2300","2014-06-18","FH619",NA,0.607,140.666666666667,"Jun",4,31
"1357","Palicourea acetosoides",6,"2014","Green-fronted Lancebill",162,1,15,107,0,"2100_2300","2014-06-18","FH619",NA,0.964,140.666666666667,"Jun",10,31
"1358","Palicourea acetosoides",6,"2014","Collared Inca",162,1,16,107,0,"2100_2300","2014-06-18","FH619",NA,0.946,140.666666666667,"Jun",5,31
"1359","Palicourea acetosoides",6,"2015","Violet-tailed Sylph",84,1,14,107,6,"2100_2300","2015-06-09","FH239",2290,0.671,180.25,"Jun",16,31
"1360","Palicourea acetosoides",6,"2015","Buff-tailed Coronet",119,1,17,107,0,"2100_2300","2015-06-23","FH440",NA,0.607,180.25,"Jun",4,31
"1361","Palicourea acetosoides",6,"2015","Violet-tailed Sylph",119,1,14,107,2,"2100_2300","2015-06-23","FH440",2180,0.671,180.25,"Jun",16,31
"1362","Palicourea acetosoides",6,"2015","Hoary Puffleg",84,1,18,107,0,"2100_2300","2015-06-09","FH239",NA,0.545,180.25,"Jun",11,31
"1363","Palicourea acetosoides",6,"2015","Green-fronted Lancebill",119,1,15,107,0,"2100_2300","2015-06-23","FH440",NA,0.964,180.25,"Jun",10,31
"1364","Palicourea acetosoides",6,"2015","Buff-tailed Coronet",84,1,17,107,0,"2100_2300","2015-06-09","FH239",NA,0.607,180.25,"Jun",4,31
"1365","Palicourea acetosoides",6,"2015","Collared Inca",84,1,16,107,0,"2100_2300","2015-06-09","FH239",NA,0.946,180.25,"Jun",5,31
"1366","Palicourea acetosoides",6,"2015","Collared Inca",119,1,16,107,0,"2100_2300","2015-06-23","FH440",NA,0.946,180.25,"Jun",5,31
"1367","Palicourea acetosoides",7,"2014","Buff-tailed Coronet",77,1,17,107,0,"2100_2300","2014-07-02","FH218",NA,0.607,268.6,"Jul",4,31
"1368","Palicourea acetosoides",7,"2014","Collared Inca",77,1,16,107,0,"2100_2300","2014-07-02","FH218",NA,0.946,268.6,"Jul",5,31
"1369","Palicourea acetosoides",7,"2014","Hoary Puffleg",136,1,18,107,0,"2100_2300","2014-07-02","FH520",NA,0.545,268.6,"Jul",11,31
"1370","Palicourea acetosoides",7,"2014","Buff-tailed Coronet",136,1,17,107,0,"2100_2300","2014-07-02","FH520",NA,0.607,268.6,"Jul",4,31
